#;Org.;Serie;Test;Nr.;Version;Messfühler;PEAK;PEACOCK;Median_EXP;Median_SIM
55;IRSN;PRISME;DOOR;4;FDS607;TG_L1_SE_255;0.04;0.1;174.93;185.11
56;IRSN;PRISME;DOOR;4;FDS607;TG_L1_SE_230;0.05;0.11;166.56;176.49
57;IRSN;PRISME;DOOR;4;FDS607;TG_L1_SE_205;0.02;0.11;159.1;167.82
58;IRSN;PRISME;DOOR;4;FDS607;TG_L1_SE_180;-0.01;0.11;156.59;156.06
59;IRSN;PRISME;DOOR;4;FDS607;TG_L1_SE_155;-0.05;0.14;146.55;143.06
60;IRSN;PRISME;DOOR;4;FDS607;TG_L1_SE_130;-0.07;0.14;133.03;133.47
61;IRSN;PRISME;DOOR;4;FDS607;TG_L1_SE_105;-0.1;0.15;106.84;109.07
62;IRSN;PRISME;DOOR;4;FDS607;TG_L1_SE_080;-0.04;0.17;83.12;86.29
63;IRSN;PRISME;DOOR;4;FDS607;TG_L1_SE_055;0.06;0.17;67.73;60.74
64;IRSN;PRISME;DOOR;4;FDS607;TG_L1_SE_030;0.08;0.2;59.89;52.92
65;IRSN;PRISME;DOOR;4;FDS607;TG_L1_SE_005;0.09;0.2;56.37;47.53
66;IRSN;PRISME;DOOR;4;FDS607;TG_L2_CC_390;-0.29;0.35;101.5;70.74
67;IRSN;PRISME;DOOR;4;FDS607;TG_L2_CC_380;0.27;0.24;91.49;111.55
68;IRSN;PRISME;DOOR;4;FDS607;TG_L2_CC_355;0.19;0.19;80.52;93.52
69;IRSN;PRISME;DOOR;4;FDS607;TG_L2_CC_330;0.14;0.17;79.26;86.83
70;IRSN;PRISME;DOOR;4;FDS607;TG_L2_CC_305;0.09;0.15;76.46;80.22
71;IRSN;PRISME;DOOR;4;FDS607;TG_L2_CC_280;0.08;0.16;72.04;78.6
72;IRSN;PRISME;DOOR;4;FDS607;TG_L2_CC_255;0.1;0.18;66.3;74.98
73;IRSN;PRISME;DOOR;4;FDS607;TG_L2_CC_230;0.16;0.23;60.33;71.78
74;IRSN;PRISME;DOOR;4;FDS607;TG_L2_CC_205;0.16;0.22;56.99;66.19
75;IRSN;PRISME;DOOR;4;FDS607;TG_L2_CC_180;0.15;0.23;53.76;61.83
76;IRSN;PRISME;DOOR;4;FDS607;TG_L2_CC_155;0.15;0.22;50.17;57.37
77;IRSN;PRISME;DOOR;4;FDS607;TG_L2_CC_130;0.14;0.22;48.82;54.85
78;IRSN;PRISME;DOOR;4;FDS607;TG_L2_CC_105;0.14;0.22;46.3;51.49
79;IRSN;PRISME;DOOR;4;FDS607;TG_L2_CC_080;0.14;0.24;43.92;48.94
80;IRSN;PRISME;DOOR;4;FDS607;TG_L2_CC_055;0.1;0.23;42.71;46.07
81;IRSN;PRISME;DOOR;4;FDS607;TG_L2_CC_030;0.2;0.29;39.29;42.85
82;IRSN;PRISME;DOOR;4;FDS607;TG_L2_CC_005;0.38;0.34;32.41;36.04
83;IRSN;PRISME;DOOR;4;FDS607;TG_L2_NE_390;-0.27;0.33;88.74;61.87
84;IRSN;PRISME;DOOR;4;FDS607;TG_L2_NE_380;0.14;0.19;87.84;97.86
85;IRSN;PRISME;DOOR;4;FDS607;TG_L2_NE_355;0.07;0.14;84.45;90.46
86;IRSN;PRISME;DOOR;4;FDS607;TG_L2_NE_330;0.1;0.16;81.22;86.93
87;IRSN;PRISME;DOOR;4;FDS607;TG_L2_NE_305;0.1;0.17;75.27;82.37
88;IRSN;PRISME;DOOR;4;FDS607;TG_L2_NE_280;0.12;0.17;70.39;80.1
89;IRSN;PRISME;DOOR;4;FDS607;TG_L2_NE_255;0.1;0.18;64.78;75.11
90;IRSN;PRISME;DOOR;4;FDS607;TG_L2_NE_230;0.16;0.23;59.71;72.45
91;IRSN;PRISME;DOOR;4;FDS607;TG_L2_NE_205;0.2;0.26;54.71;65.98
92;IRSN;PRISME;DOOR;4;FDS607;TG_L2_NE_180;0.2;0.26;52.4;61.24
93;IRSN;PRISME;DOOR;4;FDS607;TG_L2_NE_155;0.15;0.24;50.36;57.44
94;IRSN;PRISME;DOOR;4;FDS607;TG_L2_NE_130;0.17;0.25;48.32;55.25
95;IRSN;PRISME;DOOR;4;FDS607;TG_L2_NE_105;0.16;0.25;45.7;51.83
96;IRSN;PRISME;DOOR;4;FDS607;TG_L2_NE_080;0.18;0.25;43.74;48.48
97;IRSN;PRISME;DOOR;4;FDS607;TG_L2_NE_055;0.13;0.24;41.93;45.81
98;IRSN;PRISME;DOOR;4;FDS607;TG_L2_NE_030;0.2;0.29;38.82;43.12
99;IRSN;PRISME;DOOR;4;FDS607;TG_L2_NE_005;0.68;0.5;30.18;36.84
100;IRSN;PRISME;DOOR;4;FDS607;TG_L2_SW_390;-0.32;0.39;90.23;60.35
101;IRSN;PRISME;DOOR;4;FDS607;TG_L2_SW_380;0.07;0.14;90.42;97.65
102;IRSN;PRISME;DOOR;4;FDS607;TG_L2_SW_355;0.04;0.16;82.07;88.74
103;IRSN;PRISME;DOOR;4;FDS607;TG_L2_SW_330;0.04;0.16;78.16;85.09
104;IRSN;PRISME;DOOR;4;FDS607;TG_L2_SW_305;0.06;0.16;74.82;80.55
105;IRSN;PRISME;DOOR;4;FDS607;TG_L2_SW_280;0.09;0.16;71.94;77.65
106;IRSN;PRISME;DOOR;4;FDS607;TG_L2_SW_255;0.14;0.17;65.83;74.75
107;IRSN;PRISME;DOOR;4;FDS607;TG_L2_SW_230;0.17;0.23;60.22;71.3
108;IRSN;PRISME;DOOR;4;FDS607;TG_L2_SW_205;0.17;0.23;57.1;65.67
109;IRSN;PRISME;DOOR;4;FDS607;TG_L2_SW_180;0.21;0.27;52.46;63.59
110;IRSN;PRISME;DOOR;4;FDS607;TG_L2_SW_155;0.19;0.25;49.51;56.9
111;IRSN;PRISME;DOOR;4;FDS607;TG_L2_SW_130;0.14;0.24;47.71;55.11
112;IRSN;PRISME;DOOR;4;FDS607;TG_L2_SW_105;0.13;0.23;46.31;52.17
113;IRSN;PRISME;DOOR;4;FDS607;TG_L2_SW_080;0.16;0.24;44.0;49.82
114;IRSN;PRISME;DOOR;4;FDS607;TG_L2_SW_055;0.16;0.25;41.66;44.73
115;IRSN;PRISME;DOOR;4;FDS607;TG_L2_SW_030;0.21;0.29;38.5;41.57
116;IRSN;PRISME;DOOR;4;FDS607;TG_L2_SW_005;0.42;0.4;32.69;33.27
117;IRSN;PRISME;DOOR;4;FDS607;TG_L2_DP_230_130;0.29;0.24;62.84;76.93
118;IRSN;PRISME;DOOR;4;FDS607;TG_L2_DP_230_110;0.56;0.39;71.5;96.49
119;IRSN;PRISME;DOOR;4;FDS607;TG_L2_DP_230_090;0.74;0.65;88.16;141.04
120;IRSN;PRISME;DOOR;4;FDS607;TG_L2_DP_230_070;0.22;0.23;124.98;162.29
121;IRSN;PRISME;DOOR;4;FDS607;TG_L2_DP_230_050;-0.11;0.19;153.11;132.48
122;IRSN;PRISME;DOOR;4;FDS607;TG_L2_DP_230_030;-0.23;0.33;152.69;103.77
123;IRSN;PRISME;DOOR;4;FDS607;TG_L2_DP_230_010;0.34;0.27;70.04;85.56
124;IRSN;PRISME;DOOR;4;FDS607;TG_L2_DP_305_170;0.42;0.32;74.25;92.84
125;IRSN;PRISME;DOOR;4;FDS607;TG_L2_DP_305_150;0.73;0.46;82.46;109.95
126;IRSN;PRISME;DOOR;4;FDS607;TG_L2_DP_305_130;0.35;0.31;99.9;133.5
127;IRSN;PRISME;DOOR;4;FDS607;TG_L2_DP_305_110;-0.02;0.16;118.82;117.19
128;IRSN;PRISME;DOOR;4;FDS607;TG_L2_DP_305_090;-0.09;0.19;111.01;99.62
129;IRSN;PRISME;DOOR;4;FDS607;TG_L2_DP_305_070;-0.06;0.15;91.78;90.84
130;IRSN;PRISME;DOOR;4;FDS607;TG_L2_DP_305_050;-0.05;0.14;84.36;87.17
131;IRSN;PRISME;DOOR;4;FDS607;TG_L2_DP_305_030;0.01;0.12;76.57;85.68
132;IRSN;PRISME;DOOR;4;FDS607;TG_L2_DP_380_220;0.32;0.25;94.53;117.45
133;IRSN;PRISME;DOOR;4;FDS607;TG_L2_DP_380_190;0.25;0.22;100.46;122.5
134;IRSN;PRISME;DOOR;4;FDS607;TG_L2_DP_380_170;0.19;0.19;104.25;123.81
135;IRSN;PRISME;DOOR;4;FDS607;TG_L2_DP_380_150;0.15;0.16;105.77;120.92
136;IRSN;PRISME;DOOR;4;FDS607;TG_L2_DP_380_130;0.06;0.14;103.94;115.75
137;IRSN;PRISME;DOOR;4;FDS607;TG_L2_DP_380_110;0.03;0.14;98.93;111.48
138;IRSN;PRISME;DOOR;4;FDS607;TG_L2_DP_380_090;0.06;0.14;92.88;106.59
139;IRSN;PRISME;DOOR;4;FDS607;TG_L2_DP_380_070;0.07;0.15;89.28;102.89
140;IRSN;PRISME;DOOR;4;FDS607;TG_L2_DP_380_050;0.09;0.16;86.11;99.43
141;IRSN;PRISME;DOOR;4;FDS607;TG_L2_DP_380_030;0.11;0.16;85.45;97.04
142;IRSN;PRISME;DOOR;4;FDS607;TG_L1_TA_HW;0.13;0.13;247.7;230.96
143;IRSN;PRISME;DOOR;4;FDS607;TG_L1_TA_BW;0.24;0.21;70.85;65.43
144;IRSN;PRISME;DOOR;4;FDS607;TG_L2_TA_HW;0.1;0.16;87.28;93.12
145;IRSN;PRISME;DOOR;4;FDS607;TG_L2_TA_BE;0.19;0.3;41.82;48.66
146;IRSN;PRISME;DOOR;4;FDS607;TG_L2_TA_HE;0.05;0.17;90.63;95.94
147;IRSN;PRISME;DOOR;4;FDS607;TP_L1_NC265;-0.16;0.19;75.91;63.38
148;IRSN;PRISME;DOOR;4;FDS607;TP_L1_SC265;-0.23;0.24;76.29;61.55
149;IRSN;PRISME;DOOR;4;FDS607;TP_L1_EC255;-0.17;0.18;75.75;62.72
150;IRSN;PRISME;DOOR;4;FDS607;TP_L1_WC260;-0.13;0.15;81.15;69.57
151;IRSN;PRISME;DOOR;4;FDS607;TP_L1_PL_CE;13.52;8.55;23.64;185.36
152;IRSN;PRISME;DOOR;4;FDS607;TP_L1_NE040;-0.29;0.35;37.04;24.82
153;IRSN;PRISME;DOOR;4;FDS607;TP_L1_NE155;-0.21;0.24;53.7;41.4
154;IRSN;PRISME;DOOR;4;FDS607;TP_L1_NE265;0.02;0.09;68.05;65.51
155;IRSN;PRISME;DOOR;4;FDS607;TP_L1_NE355;-0.1;0.15;86.26;75.09
156;IRSN;PRISME;DOOR;4;FDS607;TP_L2_NC265;-0.25;0.35;31.1;20.25
157;IRSN;PRISME;DOOR;4;FDS607;TP_L2_SC260;-0.36;0.42;33.64;19.82
158;IRSN;PRISME;DOOR;4;FDS607;TP_L2_EC260;-0.26;0.35;32.57;21.59
159;IRSN;PRISME;DOOR;4;FDS607;TP_L2_WC260;-0.33;0.38;33.65;20.88
160;IRSN;PRISME;DOOR;4;FDS607;TP_L2_PL_CE;4.37;2.73;22.8;74.7
161;IRSN;PRISME;DOOR;4;FDS607;TP_L2_SOL_CE;-0.44;0.49;25.12;13.05
162;IRSN;PRISME;DOOR;4;FDS607;TP_L2_NE030;-0.41;0.47;24.38;13.29
163;IRSN;PRISME;DOOR;4;FDS607;TP_L2_NE155;-0.36;0.43;27.15;15.68
164;IRSN;PRISME;DOOR;4;FDS607;TP_L2_NE260;-0.26;0.36;31.67;20.67
165;IRSN;PRISME;DOOR;4;FDS607;TP_L2_NE355;-0.46;0.46;38.69;22.27
166;IRSN;PRISME;DOOR;4;FDS607;TCA_L1_HW_CENTRE;-0.43;0.44;169.64;92.16
167;IRSN;PRISME;DOOR;4;FDS607;TCA_L1_HW_INTER;-0.34;0.29;170.15;139.37
168;IRSN;PRISME;DOOR;4;FDS607;TCA_L1_HW_SURF;0.02;0.22;199.61;163.37
169;IRSN;PRISME;DOOR;4;FDS607;TCA_L1_BW_CENTRE;-0.33;0.36;74.02;45.5
170;IRSN;PRISME;DOOR;4;FDS607;TCA_L1_BW_INTER;-0.19;0.2;83.64;67.04
171;IRSN;PRISME;DOOR;4;FDS607;TCA_L1_BW_SURF;0.03;0.16;87.28;82.85
172;IRSN;PRISME;DOOR;4;FDS607;TCA_L2_HW_CENTRE;-0.42;0.46;67.93;33.19
173;IRSN;PRISME;DOOR;4;FDS607;TCA_L2_HW_INTER;-0.39;0.41;74.14;44.24
174;IRSN;PRISME;DOOR;4;FDS607;TCA_L2_HW_SURF;-0.3;0.32;75.3;50.81
175;IRSN;PRISME;DOOR;4;FDS607;TCA_L2_BE_CENTRE;-0.33;0.37;29.88;18.33
176;IRSN;PRISME;DOOR;4;FDS607;TCA_L2_BE_INTER;-0.21;0.26;31.76;25.86
177;IRSN;PRISME;DOOR;4;FDS607;TCA_L2_BE_SURF;0.02;0.19;35.25;29.79
178;IRSN;PRISME;DOOR;4;FDS607;TCA_L2_HE_CENTRE;-0.46;0.5;76.36;33.97
179;IRSN;PRISME;DOOR;4;FDS607;TCA_L2_HE_INTER;-0.4;0.42;81.37;46.76
180;IRSN;PRISME;DOOR;4;FDS607;TCA_L2_HE_SURF;-0.25;0.31;81.43;53.54
181;IRSN;PRISME;DOOR;4;FDS607;TCR_L1_HW_CENTRE;-0.32;0.34;194.05;132.96
182;IRSN;PRISME;DOOR;4;FDS607;TCR_L1_HW_INTER;-0.41;0.5;218.28;132.96
183;IRSN;PRISME;DOOR;4;FDS607;TCR_L1_HW_SURF;-0.1;0.23;218.08;157.57
184;IRSN;PRISME;DOOR;4;FDS607;TCR_L1_BW_CENTRE;-0.34;0.34;79.09;52.44
185;IRSN;PRISME;DOOR;4;FDS607;TCR_L1_BW_INTER;-0.36;0.37;79.09;52.44
186;IRSN;PRISME;DOOR;4;FDS607;TCR_L1_BW_SURF;-0.21;0.22;83.78;64.41
187;IRSN;PRISME;DOOR;4;FDS607;TCR_L2_HW_CENTRE;-0.4;0.41;69.27;39.28
188;IRSN;PRISME;DOOR;4;FDS607;TCR_L2_HW_INTER;-0.43;0.48;73.69;39.28
189;IRSN;PRISME;DOOR;4;FDS607;TCR_L2_HW_SURF;-0.29;0.32;71.85;47.71
190;IRSN;PRISME;DOOR;4;FDS607;TCR_L2_BE_CENTRE;-0.26;0.31;30.3;22.02
191;IRSN;PRISME;DOOR;4;FDS607;TCR_L2_BE_INTER;-0.27;0.3;29.6;22.02
192;IRSN;PRISME;DOOR;4;FDS607;TCR_L2_BE_SURF;-0.1;0.21;34.07;27.05
193;IRSN;PRISME;DOOR;4;FDS607;TCR_L2_HE_CENTRE;-0.39;0.4;73.19;41.72
194;IRSN;PRISME;DOOR;4;FDS607;TCR_L2_HE_INTER;-0.41;0.44;74.68;41.72
195;IRSN;PRISME;DOOR;4;FDS607;TCR_L2_HE_SURF;-0.23;0.28;72.31;50.53
196;IRSN;PRISME;DOOR;4;FDS607;CO_L1_FP;-0.2;0.18;0.0;0.0
197;IRSN;PRISME;DOOR;4;FDS607;CO_L1_HAUT;-0.35;0.19;0.0;0.0
198;IRSN;PRISME;DOOR;4;FDS607;CO_L1_BAS;-0.25;0.29;0.0;0.0
199;IRSN;PRISME;DOOR;4;FDS607;CO_L2_HAUT;-0.21;0.15;0.0;0.0
200;IRSN;PRISME;DOOR;4;FDS607;CO_L2_BAS;-0.17;0.17;0.0;0.0
201;IRSN;PRISME;DOOR;4;FDS607;CO2_L1_FP;0.01;0.1;0.01;0.01
202;IRSN;PRISME;DOOR;4;FDS607;CO2_L1_HAUT;0.05;0.15;0.03;0.03
203;IRSN;PRISME;DOOR;4;FDS607;CO2_L1_BAS;-0.05;0.17;0.02;0.02
204;IRSN;PRISME;DOOR;4;FDS607;CO2_L2_HAUT;-0.07;0.07;0.02;0.02
205;IRSN;PRISME;DOOR;4;FDS607;CO2_L2_BAS;0.02;0.16;0.01;0.01
206;IRSN;PRISME;DOOR;4;FDS607;O2_L1_FP;-0.03;0.02;0.19;0.18
207;IRSN;PRISME;DOOR;4;FDS607;O2_L1_HAUT;-0.14;0.08;0.17;0.16
208;IRSN;PRISME;DOOR;4;FDS607;O2_L1_BAS;-0.01;0.03;0.18;0.18
209;IRSN;PRISME;DOOR;4;FDS607;O2_L2_HAUT;-0.03;0.03;0.18;0.17
210;IRSN;PRISME;DOOR;4;FDS607;O2_L2_BAS;-0.05;0.04;0.19;0.18
211;IRSN;PRISME;DOOR;4;FDS607;V_L1_L2_205;-0.25;0.27;2.44;1.85
212;IRSN;PRISME;DOOR;4;FDS607;V_L1_L2_192_5;-0.15;0.14;2.14;1.94
213;IRSN;PRISME;DOOR;4;FDS607;V_L1_L2_180;-0.15;0.15;1.87;1.67
214;IRSN;PRISME;DOOR;4;FDS607;V_L1_L2_167_5;-0.17;0.18;1.61;1.44
215;IRSN;PRISME;DOOR;4;FDS607;V_L1_L2_155;-0.29;0.29;1.36;1.02
216;IRSN;PRISME;DOOR;4;FDS607;V_L1_L2_142_5;-0.25;0.25;1.02;0.91
217;IRSN;PRISME;DOOR;4;FDS607;V_L1_L2_130;-0.13;0.32;0.57;0.71
218;IRSN;PRISME;DOOR;4;FDS607;V_L1_L2_117_5;0.09;1.68;-0.39;0.37
219;IRSN;PRISME;DOOR;4;FDS607;V_L1_L2_105;-1.76;1.37;-0.55;0.12
220;IRSN;PRISME;DOOR;4;FDS607;V_L1_L2_092_5;-0.27;0.53;-0.59;-0.35
221;IRSN;PRISME;DOOR;4;FDS607;V_L1_L2_080;-0.29;0.36;-0.72;-0.46
222;IRSN;PRISME;DOOR;4;FDS607;V_L1_L2_055;-0.15;0.21;-0.79;-0.65
223;IRSN;PRISME;DOOR;4;FDS607;V_L1_L2_030;-0.17;0.29;-0.9;-0.68
224;IRSN;PRISME;DOOR;4;FDS607;V_L1_L2_005;-0.24;0.28;-0.91;-0.66
225;IRSN;PRISME;DOOR;4;FDS607;V_L1_L2_S105;-1.82;1.13;-0.68;0.02
